business_id,name,city,state,address,postal_code,rating,review_count,price,price_level,is_closed,categories_alias,categories_title,latitude,longitude,search_location,search_category
G6_o1h3cm7ocJK-To1HWew,Pho Please,Austin,TX,"1920 East Riverside Dr, Ste D140, Austin, TX 78741",78741,4.4,1276,$$,2,f,"vietnamese, noodles, soup","vietnamese, noodles, soup",30.243163,-97.72809,"Austin, TX",restaurants
-jxEILUSqsWL0Oo7cQDfVg,Sazan Ramen,Austin,TX,"6929 Airport Blvd, Ste 146, Austin, TX 78752",78752,4.3,546,$$,2,f,ramen,ramen,30.336686264420702,-97.71663004481591,"Austin, TX",restaurants
uwFa-pTQL1Rv4nULoIraNw,Ramen Tatsu-Ya,Austin,TX,"1234 S Lamar Blvd, Austin, TX 78704",78704,4.1,2118,$$,2,f,ramen,ramen,30.253899793553,-97.7631825953722,"Austin, TX",restaurants
okamtsdTV_8ZgDbLtOSr9A,TLC Austin,Austin,TX,"1100 S Lamar Blvd, Ste 1150, Austin, TX 78704",78704,4,609,$$,2,f,"tradamerican, seafood","american, seafood",30.25576,-97.76252,"Austin, TX",restaurants
INUWOG0fuuYwinCEA2BrHQ,Phoebe's Diner,Austin,TX,"408 W 11th St, Unit 100, Austin, TX 78701",78701,4.6,895,$$,2,f,"diners, breakfast_brunch, tradamerican","diners, breakfast & brunch, american",30.27404,-97.74493,"Austin, TX",restaurants
T5UAsZOwDB6jc1X1AuiSaQ,VERDAD True Modern Mexican,Austin,TX,"2701 Perseverance Dr, Austin, TX 78731",78731,4.2,157,,,f,mexican,mexican,30.31831,-97.75381,"Austin, TX",restaurants
Uav2xHxqZZxy4eblNB--PA,Fukumoto Sushi & Yakitori,Austin,TX,"514 Medina St, Austin, TX 78702",78702,4.3,666,$$$,3,f,"sushi, japanese, bars","sushi bars, japanese, bars",30.2647051303186,-97.731695353373,"Austin, TX",restaurants
ewoEi_2LXaCxjXyFEG7_4w,Tsuke Edomae,Austin,TX,"4600 Mueller Blvd, Ste 1035, Austin, TX 78723",78723,4.9,86,$$$$,4,f,"sushi, japanese","sushi bars, japanese",30.298973,-97.70816,"Austin, TX",restaurants
nJx3CI1grAFz1m9DO4CN-g,Komé,Austin,TX,"5301 Airport Blvd, Ste 100, Austin, TX 78751",78751,4.2,1630,$$,2,f,"japanese, sushi","japanese, sushi bars",30.31427,-97.71463,"Austin, TX",restaurants
4-RkxDM200qfSG756uVmtQ,Péché,Austin,TX,"208 W 4th St, Austin, TX 78701",78701,4,1473,$$,2,f,"lounges, french, cocktailbars","lounges, french, cocktail bars",30.26699,-97.74524,"Austin, TX",restaurants
gghrK_T4ulGBgJPtn2cbiA,The Carillon,Austin,TX,"1900 University Ave, Austin, TX 78705",78705,4.3,348,$$$,3,f,newamerican,new american,30.2818694031,-97.7400357374344,"Austin, TX",restaurants
5fI9ZzqzRLnMNYoTMjUGGQ,Granny's Tacos,Austin,TX,"1401 E 7th St, Austin, TX 78702",78702,4.7,682,$,1,f,"foodtrucks, tacos, breakfast_brunch","food trucks, tacos, breakfast & brunch",30.26438,-97.728013,"Austin, TX",restaurants
Z3Y4h9RmBB0jCHJC0CMXbg,Quince Lakehouse,Austin,TX,"3825 Lake Austin Blvd, Ste 201, Austin, TX 78703",78703,4.4,664,,,f,"newamerican, venues, seafood","new american, venues & event spaces, seafood",30.29547127448907,-97.7841556,"Austin, TX",restaurants
taRtJ8b4eEBm5mdT09IqFA,De Nada Cantina,Austin,TX,"4715 E Cesar Chavez St, Austin, TX 78702",78702,4.2,592,$$,2,f,"mexican, wine_bars, cocktailbars","mexican, wine bars, cocktail bars",30.251447,-97.702184,"Austin, TX",restaurants
fTwvEZw8tvF73QxcX-5TdA,Mongers Market + Kitchen,Austin,TX,"4119 Guadalupe St, Austin, TX 78751",78751,4.2,488,$$,2,f,seafood,seafood,30.30693,-97.73519,"Austin, TX",restaurants
skvuuJVurCYV6J9QcAC0SA,Il Brutto,Austin,TX,"1601 E 6th St, Austin, TX 78702",78702,4.2,664,$$$,3,f,"italian, cocktailbars, pizza","italian, cocktail bars, pizza",30.2628502,-97.7263546,"Austin, TX",restaurants
08wLD2pUdZV73zHywMpREA,Musashino Sushi Dokoro,Austin,TX,"2905 San Gabriel St, Ste 200, Austin, TX 78705",78705,4.1,857,$$$,3,f,"japanese, sushi, desserts","japanese, sushi bars, desserts",30.2980839,-97.7475817,"Austin, TX",restaurants
O31SAvOOjle_RLvRpHDdmg,Vince Young Steakhouse,Austin,TX,"301 San Jacinto Blvd, Austin, TX 78701",78701,3.9,773,$$$,3,f,"steak, whiskeybars, beer_and_wine","steakhouses, whiskey bars, beer, wine & spirits",30.26485,-97.74115,"Austin, TX",restaurants
pCNH6bRbyAR7vhaIKoFCxQ,Titaya's Thai Cuisine,Austin,TX,"5501 N Lamar Blvd, Ste C101, Austin, TX 78751",78751,4.2,2018,$$,2,f,thai,thai,30.3236051867619,-97.7273681944428,"Austin, TX",restaurants
bjzOuok1eXLceKaWWR-y7g,Mattie's,Austin,TX,"811 W Live Oak St, Green Pastures, Austin, TX 78704",78704,4.1,449,$$$,3,f,"tradamerican, southern, cocktailbars","american, southern, cocktail bars",30.245335,-97.7628288,"Austin, TX",restaurants
f6bsxIitCz6o2XgXeyYJLw,Olamaie,Austin,TX,"1610 San Antonio St, Austin, TX 78701",78701,3.9,628,$$$,3,f,"southern, newamerican, cocktailbars","southern, new american, cocktail bars",30.2799,-97.74367,"Austin, TX",restaurants
KYLDv6fOFhFMNvn-KGNrDg,Kismet Cafe,Austin,TX,"1000 E 41st St, Ste 200, Austin, TX 78751",78751,4.3,476,$$,2,f,"halal, mediterranean, greek","halal, mediterranean, greek",30.299869517193752,-97.72141602331212,"Austin, TX",restaurants
LoSheJfJ57sNedZj0GWO5A,Bar Peached,Austin,TX,"1315 W 6th St, Austin, TX 78703",78703,4.3,608,$$,2,f,"cocktailbars, asianfusion, desserts","cocktail bars, asian fusion, desserts",30.27354,-97.76001,"Austin, TX",restaurants
AsYbCd5d7TtIZEWIL5VhOw,Roaring Fork,Austin,TX,"701 Congress Ave, Austin, TX 78701",78701,4.1,1405,$$$,3,f,"tradamerican, steak","american, steakhouses",30.2691239366193,-97.74220162455124,"Austin, TX",restaurants
mKX28z-6g-XoChGATQ6F9Q,Khon Thai Kitchen By Seeda,Austin,TX,"5800 Burnet Rd, Ste 400, Austin, TX 78756",78756,4.4,171,$$,2,f,thai,thai,30.3334,-97.74101,"Austin, TX",restaurants
u5XqU3ys3nXd1Ee0XYKLWg,Foreign & Domestic,Austin,TX,"306 E 53rd St, Austin, TX 78751",78751,3.8,944,$$,2,f,"newamerican, wine_bars","new american, wine bars",30.31705799034052,-97.7195655116567,"Austin, TX",restaurants
CLcRsv9px0tbBkPkRN5qBQ,Otoko,Austin,TX,"1603 S Congress Ave, Austin, TX 78704",78704,4.5,167,$$$$,4,f,"japanese, sushi, seafood","japanese, sushi bars, seafood",30.2474,-97.75006,"Austin, TX",restaurants
O9kPl8Rd3SY3rjq4znpvKA,Nightcap,Austin,TX,"1401 W 6th St, Austin, TX 78703",78703,4,356,$$,2,f,"cocktailbars, wine_bars, tradamerican","cocktail bars, wine bars, american",30.27371,-97.76045,"Austin, TX",restaurants
tmvswVDr4n56EjWq_RptBA,Gusto Italian Kitchen & Wine Bar,Austin,TX,"4800 Burnet Rd, Austin, TX 78756",78756,3.9,532,$$,2,f,"italian, wine_bars","italian, wine bars",30.3183136593457,-97.7399416283112,"Austin, TX",restaurants
M6_Jp6Xcf2z-j_Ay_GiHtA,Jack Allen's Kitchen Anderson Lane,Austin,TX,"3010 W Anderson Ln, Ste D, Austin, TX 78757",78757,4.3,511,$$,2,f,"tradamerican, southern, cocktailbars","american, southern, cocktail bars",30.361396,-97.739671,"Austin, TX",restaurants
sjgbSELDpzaabRe8bZwUbw,Micklethwait Craft Meats,Austin,TX,"4602 Tanney St, Austin, TX 78721",78721,4.5,1162,$$,2,f,"foodtrucks, bbq","food trucks, barbeque",30.273215515226617,-97.6901652,"Austin, TX",restaurants
gKREdIgb5vB844iOtbzqBA,Pinthouse Pizza,Austin,TX,"4236 S Lamar Blvd, Austin, TX 78704",78704,4.5,1080,$$,2,f,"pizza, brewpubs","pizza, brewpubs",30.23609698905644,-97.795895,"Austin, TX",restaurants
JfSFcZjRfUKpjSq9s42jYA,Velvet Taco,Austin,TX,"522 Congress Ave, Ste 100, Austin, TX 78701",78701,4.5,771,$$,2,f,"newamerican, tacos, vegetarian","new american, tacos, vegetarian",30.26794,-97.7431,"Austin, TX",restaurants
yM7ZbF-hY2r-MO8PMSLB9w,Sushi Junai Omakase,Austin,TX,"315 Congress Ave, Ste 100, Austin, TX 78701",78701,4.4,386,,,f,"japanese, sushi","japanese, sushi bars",30.265630862535534,-97.74349112944728,"Austin, TX",restaurants
SzMqKnNn32pbsdrsBkQhfQ,Veracruz Fonda & Bar,Austin,TX,"1905 Aldrich St, Ste 125, Austin, TX 78723",78723,4.3,326,$$,2,f,"mexican, breakfast_brunch, cocktailbars","mexican, breakfast & brunch, cocktail bars",30.29819578727444,-97.70524985715171,"Austin, TX",restaurants
2EnKNyqXVTAsG5V9VJNxxg,Tiny Boxwoods,Austin,TX,"1503 W 35th St, Austin, TX 78703",78703,3.9,385,$$,2,f,"venues, newamerican","venues & event spaces, new american",30.305984086871913,-97.74959880509364,"Austin, TX",restaurants
6oIKOIJmrSxv1MjVzg_hXQ,The Peacock,Austin,TX,"600 Proper Hotel W 2nd St, Austin, TX 78701",78701,4.1,416,$$,2,f,"mediterranean, breakfast_brunch, wine_bars","mediterranean, breakfast & brunch, wine bars",30.26605435406326,-97.75015709999904,"Austin, TX",restaurants
O39mniGKRun7UrA1PEkUxg,Murray's Tavern,Austin,TX,"2316 Webberville Rd, Austin, TX 78702",78702,4.4,151,,,f,"tradamerican, cocktailbars","american, cocktail bars",30.262752484473964,-97.715280279381,"Austin, TX",restaurants
j3CWjH0XtesbbDZFVq3c7Q,Pinthouse Pizza,Austin,TX,"4729 Burnet Rd, Austin, TX 78756",78756,4.2,1430,$$,2,f,"pizza, brewpubs","pizza, brewpubs",30.318791457399488,-97.73913049198538,"Austin, TX",restaurants
ZvYDNfxeJgnB0_9jwSAsxQ,Mandola's Italian,Austin,TX,"4700 W Guadalupe St, Ste 12, Austin, TX 78751",78751,3.9,1256,$$,2,f,"italian, wine_bars","italian, wine bars",30.3159319310134,-97.7336796197883,"Austin, TX",restaurants
zZIWHmITwqaC8OhnPkjEIQ,"Snooze, an A.M. Eatery",Austin,TX,"3800 North Lamar, Ste 120, Austin, TX 78756",78756,4.1,1316,$$,2,f,"breakfast_brunch, tradamerican, cocktailbars","breakfast & brunch, american, cocktail bars",30.305832,-97.743182,"Austin, TX",restaurants
nXtn29mTWlYeHxvHSz4dfA,Koriente,Austin,TX,"621 E 7th St, Austin, TX 78701",78701,4.4,1951,$$,2,f,"asianfusion, gluten_free, salad","asian fusion, gluten-free, salad",30.267,-97.73597,"Austin, TX",restaurants
YwdNk5vD1gi6VttNucMDbA,sway thai,Austin,TX,"3437 Bee Caves Rd, Austin, TX 78746",78746,3.8,478,$$,2,f,"thai, cocktailbars, noodles","thai, cocktail bars, noodles",30.2765427,-97.8040836,"Austin, TX",restaurants
TxJxKvTD_vjpUAwW54h1EQ,Hi Wings,Austin,TX,"2525 W Anderson Ln, Ste 135, Austin, TX 78757",78757,4.6,382,$$,2,f,"chicken_wings, korean","chicken wings, korean",30.3550760480797,-97.7327821745008,"Austin, TX",restaurants
Gzi27rYJ2RegyRY_KqtloA,Bamboo House Austin,Austin,TX,"7010 Easy Wind Dr, Austin, TX 78752",78752,4.3,360,$$,2,f,chinese,chinese,30.33919,-97.71833,"Austin, TX",restaurants
U1ti23Ir3tF5kg28rCBGDw,Neighborhood Sushi,Austin,TX,"1716 S Congress Ave, Austin, TX 78704",78704,4.2,313,$$$,3,f,japanese,japanese,30.24653,-97.75109,"Austin, TX",restaurants
YrReCTKKKRBEDMwFqcftsA,La Piscina,Austin,TX,"600 Proper Hotel W 2nd St, Fl 5, Proper Hotel, Austin, TX 78701",78701,4.3,228,$$$,3,f,"mexican, seafood, breakfast_brunch","mexican, seafood, breakfast & brunch",30.266243,-97.750001,"Austin, TX",restaurants
1hJEqPHe65oJmO6scIKvKA,Tumble 22 Chicken Joint,Austin,TX,"7211 Burnet Rd, Austin, TX 78757",78757,4,1227,$$,2,f,"chicken_wings, sandwiches","chicken wings, sandwiches",30.347971,-97.735312,"Austin, TX",restaurants
N20Ind9AWLbsCFFxtR_URQ,Gino's Vino Osteria,Austin,TX,"1239 E 51st St, Austin, TX 78723",78723,4.3,458,$$$,3,f,"italian, wine_bars","italian, wine bars",30.307265,-97.706995,"Austin, TX",restaurants
3gYruqSQnMtCmF2DiXcEOQ,Vespaio Ristorante,Austin,TX,"1610 S Congress Ave, Austin, TX 78704",78704,4.1,799,$$$,3,f,italian,italian,30.24735,-97.75074,"Austin, TX",restaurants
XzMq2IRnVCloPe55VhFJMw,Sixty Vines,Austin,TX,"3401 Esperanza Crossing, Austin, TX 78758",78758,4.5,188,$$,2,f,"newamerican, wine_bars, breakfast_brunch","new american, wine bars, breakfast & brunch",30.40040559402738,-97.727169,"Austin, TX",restaurants
eZE0FdYB9rUvbuPS4fNyYA,Arturo's Underground Cafe,Austin,TX,"314 W 17th St, Austin, TX 78701",78701,4.3,879,$$,2,f,"cafes, breakfast_brunch, coffee","cafes, breakfast & brunch, coffee & tea",30.2797094,-97.74192,"Austin, TX",restaurants
dOQPeXu27YmjYFfV5tX-Zg,Bulevar Mexican Kitchen,Austin,TX,"9400 Arboretum Blvd, Austin, TX 78759",78759,4.2,380,$$$,3,f,"mexican, cocktailbars, breakfast_brunch","mexican, cocktail bars, breakfast & brunch",30.3896653,-97.7530075,"Austin, TX",restaurants
6e3UQmbqFLGWWDCI5VczCA,Hopfields,Austin,TX,"3110 Guadalupe St, Ste 400, Austin, TX 78705",78705,3.9,620,$$,2,f,"pubs, french, gastropubs","pubs, french, gastropubs",30.2985538576336,-97.7409893637848,"Austin, TX",restaurants
VLkKyk6RA6Tn02YQjyILIw,District Kitchen - Anderson Lane,Austin,TX,"7858 Shoal Creek Blvd, Bldg B, Austin, TX 78757",78757,4.3,364,$$,2,f,"newamerican, steak, seafood","new american, steakhouses, seafood",30.36068,-97.74139,"Austin, TX",restaurants
TKEmPN45epfqtNQq6wY8Dg,ALC Steaks,Austin,TX,"1205 N Lamar Blvd, Austin, TX 78703",78703,3.9,719,$$$,3,f,"steak, bars, tradamerican","steakhouses, bars, american",30.27712,-97.75098,"Austin, TX",restaurants
lVLUITyRS9M0_P5POGnHPw,Soupleaf Hot Pot,Austin,TX,"6929 Airport Blvd, Ste 127, Austin, TX 78752",78752,4.5,392,$$$,3,f,"hotpot, chinese, seafood","hot pot, chinese, seafood",30.33867074286145,-97.7182056039015,"Austin, TX",restaurants
DzrgzDDKSpACYWW3yKSt7A,Oseyo,Austin,TX,"1628 E Cesar Chavez St, Austin, TX 78702",78702,3.8,499,$$$,3,f,korean,korean,30.25831,-97.72757,"Austin, TX",restaurants
mHHPfCZGRp4BQe_QvVno7g,Juliet Italian Kitchen,Austin,TX,"1500 Barton Springs Rd, Austin, TX 78704",78704,3.8,1052,$$,2,f,"italian, cocktailbars, comfortfood","italian, cocktail bars, comfort food",30.261645819614227,-97.76005464342612,"Austin, TX",restaurants
D0a-5tvB43JItaD0cvImhA,MezzeMe,Austin,TX,"4700 W Guadalupe St, Ste 9, Austin, TX 78751",78751,4.4,596,$$,2,f,"mediterranean, turkish, greek","mediterranean, turkish, greek",30.315579427555193,-97.73323874109911,"Austin, TX",restaurants
P5nJYSMnGj1tczv_PkNhyw,5280 Burger & Taphouse,Austin,TX,"7032 Wood Hollow Dr, Austin, TX 78731",78731,4.3,287,$$,2,f,"burgers, bars, tradamerican","burgers, bars, american",30.3524311,-97.7542755,"Austin, TX",restaurants
2vppZx0rTDZtCzw-NljdRQ,The Capital Grille,Austin,TX,"117 W 4th St, Austin, TX 78701",78701,4.2,464,$$$,3,f,"steak, seafood, wine_bars","steakhouses, seafood, wine bars",30.26627046,-97.7444694822092,"Austin, TX",restaurants
0Tjiph2juRLnj74gDix18A,Arriba Abajo,Austin,TX,"506 San Jacinto Blvd, Fl 4, Austin, TX 78701",78701,4.3,226,$$$,3,f,"mexican, salad, cocktailbars","mexican, salad, cocktail bars",30.26683174026106,-97.7409874,"Austin, TX",restaurants
Y6tpEFutDG3a-DHu2cJ7LQ,Jacoby's Restaurant & Mercantile,Austin,TX,"3235 E Cesar Chavez St, Austin, TX 78702",78702,3.8,840,$$$,3,f,"newamerican, southern","new american, southern",30.2515,-97.70737,"Austin, TX",restaurants
FVANupKYOw0gcAF7J6bebQ,House of Three Gorges,Austin,TX,"8557 Research Blvd, Ste 144, Austin, TX 78758",78758,4.4,363,$$,2,f,"chinese, seafood, noodles","chinese, seafood, noodles",30.3617280827925,-97.7153496770409,"Austin, TX",restaurants
r7m-V0drTnK9o2Mg1FcxAQ,Gràcia Mediterranean,Austin,TX,"4800 Burnet Rd, Ste 450, Austin, TX 78756",78756,4.6,111,,,f,"cocktailbars, mediterranean, tapasmallplates","cocktail bars, mediterranean, tapas/small plates",30.319075,-97.739501,"Austin, TX",restaurants
4mtF2og-yXj7GbGgJNxq0w,Corinne Austin,Austin,TX,"304 East Cesar Chavez St, Unit 100, Austin, TX 78701",78701,4.1,406,$$,2,f,"newamerican, bars, breakfast_brunch","new american, bars, breakfast & brunch",30.262883,-97.741555,"Austin, TX",restaurants
U9p0G4OOUWP425Ww8FHaGQ,Little Deli & Pizzeria,Austin,TX,"7101 Woodrow Ave, Unit A, Austin, TX 78757",78757,4.5,1509,$$,2,f,"delis, pizza, sandwiches","delis, pizza, sandwiches",30.34264315,-97.72547237644008,"Austin, TX",restaurants
ZNwznJunPKKLyc-YSAbCcw,Mandala Kitchen & Bar,Austin,TX,"1100 S Lamar Blvd, Ste 1125, Austin, TX 78704",78704,4.3,329,$$,2,f,"thai, bars, vietnamese","thai, bars, vietnamese",30.255356,-97.762147,"Austin, TX",restaurants
NplrGF_5kZx5K67CgxqaKg,Marufuku Ramen,Austin,TX,"1900 Aldrich St, Ste 180, Austin, TX 78723",78723,4.4,514,$$,2,f,"ramen, noodles","ramen, noodles",30.298142,-97.705115,"Austin, TX",restaurants
pKXtSuabMA63tYCk1UMR-g,Turf N Surf Po' Boy,Austin,TX,"407 Lavaca St, Austin, TX 78701",78701,4.5,1205,$$,2,f,"cajun, foodstands, seafood","cajun/creole, food stands, seafood",30.2670779,-97.7456564,"Austin, TX",restaurants
i_2XxgXPFjVxkXRnHjtu-A,Fig Italian Kitchen & Bar,Austin,TX,"3403 South Lamar Blvd, Austin, TX 78704",78704,4.3,93,,,f,"italian, cocktailbars","italian, cocktail bars",30.240681,-97.78596,"Austin, TX",restaurants
kqeblz37dvpiwy7-l9VfXA,Ceviche7,Austin,TX,"502 W 30th St, Austin, TX 78705",78705,4.8,361,$$,2,f,"peruvian, foodtrucks, sandwiches","peruvian, food trucks, sandwiches",30.29634,-97.74139,"Austin, TX",restaurants
Qmq4gr5Mmo2oIVejag48PA,Kerbey Lane Cafe - Central,Austin,TX,"3704 Kerbey Ln, Austin, TX 78731",78731,3.9,1565,$$,2,f,"tex-mex, breakfast_brunch, tradamerican","tex-mex, breakfast & brunch, american",30.30803,-97.75047,"Austin, TX",restaurants
shFV63u-qAkHNfz3ZG4sIw,Tumble 22,Austin,TX,"2304 Lake Austin Blvd, Austin, TX 78703",78703,4.1,403,$$,2,f,"tradamerican, chickenshop, sandwiches","american, chicken shop, sandwiches",30.278100282180663,-97.77166171725284,"Austin, TX",restaurants
aTvusfYoXUQ6Nem2-Vp4Zw,Ezov,Austin,TX,"2708 E Cesar Chavez St, Austin, TX 78702",78702,4.4,227,,,f,"mideastern, wine_bars, cocktailbars","middle eastern, wine bars, cocktail bars",30.25345964298245,-97.7135189705522,"Austin, TX",restaurants
HKi7fd2bTzZfVB_Dz9vGng,Lucky Robot,Austin,TX,"1303 S Congress Ave, Austin, TX 78704",78704,4.1,1736,$$,2,f,"sushi, ramen","sushi bars, ramen",30.250851476015615,-97.7490062850641,"Austin, TX",restaurants
C9QXRfi43sYP5lXkNGrM7A,Lazarus Brewing,Austin,TX,"1902 E 6th St, Austin, TX 78702",78702,4.5,662,$$,2,f,"breweries, tacos, coffeeroasteries","breweries, tacos, coffee roasteries",30.26169,-97.72204,"Austin, TX",restaurants
7ZU9DwctpN_tkC7EOd3C-Q,Ramen Tatsu-Ya,Austin,TX,"1600 E 6th St, Austin, TX 78702",78702,4.1,848,$$,2,f,"ramen, japacurry","ramen, japanese curry",30.26326,-97.72624,"Austin, TX",restaurants
190HyYQqSvzNccWArwFklg,Yamas Greek Kitchen + Bar,Austin,TX,"5308 Balcones Dr, Austin, TX 78731",78731,3.8,360,,,f,"greek, seafood, salad","greek, seafood, salad",30.33557610922092,-97.75912693123576,"Austin, TX",restaurants
ODKhTnArDrUsuqIlKNd2_g,Bikkle Jamaican Restaurant,Austin,TX,"3023 Guadalupe St, Austin, TX 78705",78705,4.5,202,$$,2,f,caribbean,caribbean,30.297044,-97.741423,"Austin, TX",restaurants
Oj0dSJ9oL1jqf6Ud6cOYkA,Roaring Fork,Austin,TX,"10850 Stonelake Blvd, Austin, TX 78759",78759,4,1495,$$$,3,f,"newamerican, gastropubs","new american, gastropubs",30.40064,-97.73747,"Austin, TX",restaurants
LA5QhXzorbHpjY6pjHmHSA,Two Hands,Austin,TX,"1011 South Congress Ave, Ste 170, Austin, TX 78704",78704,4.2,538,$$,2,f,"cocktailbars, breakfast_brunch, australian","cocktail bars, breakfast & brunch, australian",30.2535791926283,-97.7479241788387,"Austin, TX",restaurants
fszy3S_lTDUt32f9gb2-pg,Carpenters Hall,Austin,TX,"400 Josephine St, Austin, TX 78704",78704,4.2,223,$$,2,f,newamerican,new american,30.26215,-97.75871,"Austin, TX",restaurants
k8KHoiDklnXDtXvLyxbd-w,Black's Barbecue Austin,Austin,TX,"3110 Guadalupe St, Austin, TX 78705",78705,4,1018,$$,2,f,bbq,barbeque,30.29867630543602,-97.74125764700172,"Austin, TX",restaurants
Qr6F7HEGMq8U-TmWrqDxtA,El Raval,Austin,TX,"1500 S Lamar Blvd, Ste 150, Austin, TX 78704",78704,4.3,185,$$,2,f,spanish,spanish,30.25240001410319,-97.7644154154451,"Austin, TX",restaurants
ZYtgu8IWHoAiO56vvxsiqg,L'Oca d'Oro,Austin,TX,"1900 Simond Ave, Ste 100, Austin, TX 78723",78723,4,584,$$$,3,f,"italian, wine_bars","italian, wine bars",30.29723900173195,-97.70461678902434,"Austin, TX",restaurants
bQbO4RPTcS50EzoLx2Y2QQ,Sugar Pine,Austin,TX,"8578 Research Blvd, Austin, TX 78758",78758,4.4,433,$$,2,f,"japanese, coffee, icecream","japanese, coffee & tea, ice cream & frozen yogurt",30.36184,-97.71761,"Austin, TX",restaurants
CQZfOv-D3tylQWJicrUkUg,Craft Omakase,Austin,TX,"4400 N Lamar Blvd, Ste 102, Austin, TX 78756",78756,4.9,81,$$$$,4,f,"japanese, sushi, seafood","japanese, sushi bars, seafood",30.312563,-97.738624,"Austin, TX",restaurants
RUs0hG72w5xa76-10ZhSXA,June's,Austin,TX,"1722 S Congress Ave, Austin, TX 78704",78704,4,557,$$,2,f,"breakfast_brunch, wine_bars, tradamerican","breakfast & brunch, wine bars, american",30.2463083255216,-97.7511458576444,"Austin, TX",restaurants
6cpyParNNfo2c0XFm4caVA,Old Thousand,Austin,TX,"1000 E 11th St, Ste 150, Austin, TX 78702",78702,3.9,530,$$,2,f,"cocktailbars, chinese, asianfusion","cocktail bars, chinese, asian fusion",30.269595539216105,-97.7296569,"Austin, TX",restaurants
w4W4RMx3BkDWQ9IagXAGSg,Lefty's Brick Bar,Austin,TX,"1813 E 6th St, Austin, TX 78702",78702,4.3,166,$$,2,f,"bars, tradamerican, sandwiches","bars, american, sandwiches",30.26178360727735,-97.72313334577574,"Austin, TX",restaurants
mbNRIX5ROAzeDAmCVM_xzg,Via 313 Pizza,Austin,TX,"1802 E 6th St, Austin, TX 78702",78702,4.2,589,$$,2,f,pizza,pizza,30.26220653336207,-97.72315014485922,"Austin, TX",restaurants
KQds0wAC6UBUxCBpRqVDHg,Apt 115,Austin,TX,"2025 E 7th St, Austin, TX 78702",78702,4.8,128,$$,2,f,"wine_bars, newamerican","wine bars, new american",30.2616,-97.71982,"Austin, TX",restaurants
1-0Jhx0QpzPk9cGcMYRUDA,Halal Bros,Austin,TX,"2712 Guadalupe St, Austin, TX 78705",78705,4.2,712,$$,2,f,"mideastern, halal","middle eastern, halal",30.29253104200819,-97.74164734152036,"Austin, TX",restaurants
kbFl5B33CiSS3bSNULdjfw,The Guest House Austin,Austin,TX,"110 San Antonio St, Ste 140, Austin, TX 78701",78701,4.1,291,$$$$,4,f,"newamerican, wine_bars, cocktailbars","new american, wine bars, cocktail bars",30.2653,-97.74916,"Austin, TX",restaurants
6A-flzVZVs1l-Jsl4tRvjQ,"Snooze, an A.M. Eatery",Austin,TX,"1700 South Lamar, Ste 301, Austin, TX 78704",78704,4.2,1583,$$,2,f,"breakfast_brunch, tradamerican, cocktailbars","breakfast & brunch, american, cocktail bars",30.23723,-97.78375,"Austin, TX",restaurants
4JNsfaP4ILEuzidhbPgvRQ,Patrizi's,Austin,TX,"1705 Cuernavaca, Austin, TX 78733",78733,4.5,221,$$,2,f,"italian, sandwiches, breakfast_brunch","italian, sandwiches, breakfast & brunch",30.34027,-97.86307,"Austin, TX",restaurants
v87I5i4XxiCr9Ihiqkbc4A,The Grove Wine Bar & Kitchen,Austin,TX,"6317 Bee Caves Rd, Austin, TX 78746",78746,3.9,673,$$,2,f,"pizza, wine_bars, italian","pizza, wine bars, italian",30.2963184857946,-97.8328549861908,"Austin, TX",restaurants
-JqrUI1y8jaUQma7t2ShUA,Revelry Kitchen + Bar,Austin,TX,"1410 E 6th St, Austin, TX 78702",78702,4.2,316,$$,2,f,"tradamerican, cocktailbars, sportsbars","american, cocktail bars, sports bars",30.2637173006037,-97.7277220894538,"Austin, TX",restaurants
7LF9LnQ0LPsMAzVRPhFzMw,Gina's on Congress,Austin,TX,"314 Congress Ave, Austin, TX 78701",78701,4.4,91,,,f,"french, italian, cocktailbars","french, italian, cocktail bars",30.265866,-97.743919,"Austin, TX",restaurants
